mu,z,g,alpha,c,epsilon,bR,beta,a,bT,eT,eT,kA,j,kB,n,d,f,nK,rK,Ki,Kj,dKO,Error,Wterror,Koerror,EntryNumber
0.405615662,0.027284153,0.096986305,0.000663103,0.001428196,0.003089513,0.005006851,0.300595409,0.006400003,0.044312999,100,200,205282.151,4.18E-07,2.634584457,1,1000,1.38629,1820233.097,1045900,0.377018818,1.639567527,100,3288.565379,1412.281489,1876.288378,215
0.406996983,0.028859552,0.094,0.0007,0.0015,0.002767746,0.00682188,0.308141013,0.0064,0.044311428,100,200,241406.1595,4.18E-07,0.433683501,1,1000,1.38629,1853284.205,1045900,0.195898008,5.529629944,100,3289.679617,1533.520967,1756.16878,226
0.40304532,0.031990842,0.099138074,0.0007,0.001497318,0.004706247,0.009435734,0.302206182,0.0064,0.044307265,100,200,192898.6573,4.18E-07,1.550846389,1,1000,1.38629,1744466.764,1045900,0.04048091,4.731953803,100,3290.060423,1380.578412,1909.483971,150
0.40538364,0.031999998,0.09853837,0.0007,0.001496738,0.002998094,0.005,0.304772767,0.006400256,0.044312894,100,200,232878.9786,4.18E-07,6.560115604,1,1000,1.38629,1833977.181,1045900,0.032926225,3.510177932,100,3293.896024,1564.631582,1729.280056,14
0.407,0.030708457,0.094412184,0.0007,0.001499999,0.001745674,0.005000021,0.307240438,0.006420378,0.044312996,100,200,198310.865,4.18E-07,3.344170052,1,1000,1.38629,1819256.339,1045900,0.290526471,2.089792858,100,3294.212914,1579.649666,1714.575868,158
0.399922209,0.028997703,0.094478297,0.000699978,0.001452165,0.002127493,0.005000026,0.300000087,0.006403872,0.044312998,100,200,217983.7467,4.18E-07,4.286266323,1,1000,1.38629,1806318.466,1045900,0.051692238,4.416185358,100,3297.283325,1641.489018,1655.805096,171
0.4039578,0.031986773,0.099999867,0.000590052,0.001499446,0.003978678,0.009447941,0.300778818,0.00652147,0.044312852,100,200,165677.3881,4.18E-07,2.640241075,1,1000,1.38629,1879502.118,1045900,0.020848494,2.475459473,100,3300.187647,1515.71705,1784.506184,61
0.407,0.027000001,0.094931924,0.0007,0.001499998,0.002067436,0.00500023,0.30337027,0.006400134,0.042234753,100,200,203211.8407,4.18E-07,5.294390835,1,1000,1.38629,1814147.106,1045900,0.022599023,1.088742145,100,3302.934194,1623.329258,1679.609161,44
0.407,0.031902799,0.099210163,0.000699999,0.0015,0.002682358,0.005489369,0.300478001,0.00640009,0.044312999,100,200,177876.7948,4.18E-07,4.339414074,1,1000,1.38629,1804642.658,1045900,0.020000001,6.415976219,100,3307.15816,1282.782337,2024.417001,9
0.406997753,0.029060598,0.096512928,0.000671535,0.001498796,0.002918995,0.005001228,0.305420316,0.006484434,0.044312995,100,200,256696.8101,4.18E-07,1.823019978,1,1000,1.38629,1798993.965,1045900,0.029924701,3.970792272,100,3308.781234,1513.402273,1795.386292,223
0.402926663,0.027024252,0.09400004,0.000699994,0.001499998,0.006,0.013208976,0.302128672,0.006400225,0.043655133,100,200,184419.8819,4.18E-07,1.057691268,1,1000,1.38629,1849249.772,1045900,0.227781757,0.492917504,100,3328.236361,1144.192409,2184.047226,237
0.400829603,0.028223864,0.094,0.0007,0.0015,0.005476518,0.0051878,0.302776571,0.0064,0.044145354,100,200,181341.4224,4.18E-07,5.560864373,1,1000,1.38629,1753519.7,1045900,0.242652906,1.027737921,100,3335.915129,1222.299763,2113.619398,231
0.406999504,0.027015755,0.096731905,0.000697135,0.00149941,0.003949568,0.006709758,0.301961926,0.006400001,0.044309598,100,200,256885.1984,4.18E-07,2.866153335,1,1000,1.38629,1777678.026,1045900,0.078855432,1.53465797,100,3342.205871,1329.902895,2012.313657,255
0.397980741,0.031997544,0.096239046,0.000656915,0.001434916,0.00271939,0.005523201,0.300005051,0.006482482,0.042253414,100,200,233217.453,4.18E-07,1.220101415,1,1000,1.38629,1784889.988,1045900,0.020000003,1.841901975,100,3343.095715,1554.618831,1788.477973,88
0.406669791,0.03173185,0.09956622,0.0007,0.001498422,0.004276161,0.006609456,0.30459142,0.006403506,0.044312999,100,200,240118.1716,4.16E-07,4.948571876,1,1000,1.38629,1764327.6,1045900,0.09871692,0.357941444,100,3350.408537,1312.863275,2037.54682,111
0.399954086,0.031999999,0.098181497,0.000656625,0.001499881,0.003585429,0.00535625,0.3,0.006400256,0.042061118,100,200,221812.9539,4.12E-07,1.445011741,1,1000,1.38629,1972567.108,1045900,0.363201036,1.884039325,100,3350.629737,1451.156358,1899.479877,7
0.402574432,0.031977206,0.094004724,0.0007,0.0015,0.004100068,0.005,0.308740672,0.0064,0.042053025,100,200,200064.7351,4.18E-07,2.614315363,1,1000,1.38629,1871611.887,1045900,0.109084084,1.93534171,100,3354.147102,1470.659707,1883.488761,218
0.405514675,0.029825279,0.097047258,0.000699939,0.001483246,0.003760566,0.005807761,0.300882906,0.006474051,0.044274301,100,200,218117.3214,4.18E-07,4.909022126,1,1000,1.38629,1797900.165,1045900,0.051641232,1.924210564,100,3357.542608,1265.705986,2091.86395,55
0.404339241,0.029576761,0.094025947,0.0007,0.0015,0.002969002,0.005,0.305925009,0.0064,0.044266953,100,200,219088.045,4.18E-07,7.484857196,1,1000,1.38629,1810070.945,1045900,0.289835139,1.8122867,100,3371.471364,1493.958494,1877.516113,132
0.40648016,0.031024705,0.097606013,0.000652196,0.001427909,0.003629549,0.010461493,0.306382828,0.006617475,0.044308932,100,200,221649.8451,4.18E-07,0.425487512,1,1000,1.38629,1900108.388,1045900,0.159794949,3.062097922,100,3372.481218,1505.993299,1866.505681,192
0.406998304,0.029516266,0.098146566,0.0007,0.001499988,0.002503121,0.005000274,0.3,0.0064,0.044259556,100,200,209888.5768,4.18E-07,6.627114366,1,1000,1.38629,1782267.703,1045900,0.057776035,4.127608333,100,3381.025032,1487.551941,1893.515908,30
0.406999993,0.028861967,0.094842459,0.000699878,0.001496479,0.003239304,0.00644055,0.307047279,0.006400059,0.044313,100,200,225089.7754,4.18E-07,0.667238223,1,1000,1.38629,1792004.848,1045900,0.240288997,6.421441523,100,3381.378694,1531.804252,1849.575549,236
0.40659532,0.027,0.094162591,0.000699803,0.001499747,0.003022239,0.00500331,0.305313519,0.006400091,0.0443129,100,200,239871.5497,4.18E-07,6.835930202,1,1000,1.38629,1954967.163,1045900,0.151225246,4.702123044,100,3395.796496,1655.561831,1740.236456,23
0.400127707,0.030307925,0.098373842,0.000699615,0.001497087,0.005530176,0.006223515,0.300048271,0.00669681,0.04354312,100,200,195782.495,4.18E-07,7.549627569,1,1000,1.38629,1931752.054,1045900,0.043069856,0.370788578,100,3397.564891,1369.696164,2027.87248,234
0.400678278,0.031999998,0.094524055,0.000699464,0.001480483,0.002366304,0.009986982,0.303732447,0.006573788,0.044312884,100,200,211329.0136,4.17E-07,0.958176113,1,1000,1.38629,1938946.775,1045900,0.378180327,2.70794539,100,3400.733277,1563.378699,1837.36245,29
